Title,Summary,Sentiment,Date Published
Why Onconetix  ( ONCO )  Shares Are Down 27% - Onconetix  ( NASDAQ:ONCO ) ,Onconetix Inc ONCO shares are trading lower by 29.9% to 8 cents Friday after the company announced a 1-for-40 reverse stock split. The company announced that its stockholders approved all proposals at the 2024 annual meeting held on September 5.,0.0,20240920T192836
"Onconetix, Inc. Announces 1-for-40 Reverse Stock Split and Results of the Annual Meeting of Stockholders","CINCINNATI, Ohio, Sept. 20, 2024 ( GLOBE NEWSWIRE ) -- Onconetix, Inc. ( NASDAQ: ONCO ) ( ""Onconetix"" or the ""Company"" ) , a commercial-stage biotechnology company focused on the research, development, and commercialization of innovative solutions for men's health and oncology, today announced ...",0.5,20240920T154500
Why Lumentum Shares Are Trading Higher By Around 16%; Here Are 20 Stocks Moving Premarket - Lumentum Holdings  ( NASDAQ:LITE ) ,Shares of Lumentum Holdings Inc. LITE rose sharply during Thursday's session after the company reported better-than-expected fourth-quarter financial results and issued strong first-quarter revenue guidance.,0.2270833333333333,20240815T103230
Why Tellurian Shares Are Trading Higher By Around 65%; Here Are 20 Stocks Moving Premarket - Tellurian  ( AMEX:TELL ) ,"Shares of Tellurian Inc. TELL rose sharply in today's pre-market trading after Woodside Energy announced plans to acquire the company for $900 million in all-cash deal. The implied enterprise value is around $1,200 million. Tellurian shares jumped 65% to $0.9422 in pre-market trading.",0.2375,20240722T092437
Why Selective Insurance Group Shares Are Trading Lower By Around 15%? Here Are Other Stocks Moving In Friday's Mid-Day Session - Selective Insurance Gr  ( NASDAQ:SIGI ) ,"Shares of Selective Insurance Group, Inc. SIGI fell sharply during Friday's session following weak quarterly results. Selective Insurance reported quarterly losses of $1.10 per share which missed the analyst consensus estimate of $1.49 per share.",-0.16666666666666666,20240719T172454
Why Intuitive Surgical Shares Are Trading Higher By Around 7%; Here Are 20 Stocks Moving Premarket - Intuitive Surgical  ( NASDAQ:ISRG ) ,"Shares of Intuitive Surgical, Inc. ISRG rose sharply in today's pre-market trading after the company reported better-than-expected second-quarter financial results. Intuitive Surgical reported second-quarter revenue of $2.01 billion, beating the consensus estimate of $1.97 billion.",0.15833333333333333,20240719T093749
US Stocks Edge Higher; D.R. Horton Posts Upbeat Earnings - D.R. Horton  ( NYSE:DHI ) ,"U.S. stocks traded higher this morning, with the Dow Jones index gaining around 40 points on Thursday. Following the market opening Thursday, the Dow traded up 0.10% to 41,238.64 while the NASDAQ rose 0.22% to 18,036.66. The S&P 500 also rose, gaining, 0.21% to 5,600.18.",0.3625,20240718T140445
Onconetix Announces Closing of Warrant Exercise for $1.11 Million Gross Proceeds,"CINCINNATI, July 15, 2024 ( GLOBE NEWSWIRE ) -- Onconetix, Inc. ( ""Onconetix"" or the ""Company"" ) ( Nasdaq: ONCO ) , today announced the closing of the previously announced exercise of certain existing warrants to purchase 7,458,642 shares of its common stock having exercise prices ranging from ...",-0.08412698412698412,20240715T100000
Onconetix Announces Exercise of Warrants for $1.11 Million Gross Proceeds,"CINCINNATI, Ohio, July 11, 2024 ( GLOBE NEWSWIRE ) -- Onconetix, Inc. ( ""Onconetix"" or the ""Company"" ) ( Nasdaq: ONCO ) , today announced it has entered into definitive agreements for the immediate exercise of certain existing warrants to purchase 7,458,642 shares of its common stock originally ...",0.09642857142857142,20240711T121700
Why Pure Storage Shares Are Trading Higher By Over 10%; Here Are 20 Stocks Moving Premarket - Pure Storage  ( NYSE:PSTG ) ,"Shares of Pure Storage, Inc. PSTG rose sharply in today's pre-market trading following better-than-expected first-quarter financial results. Pure Storage reported quarterly earnings of 32 cents per share, which beat the analyst consensus estimate of 21 cents.",0.1505952380952381,20240530T121005
Onconetix Announces Appointment of Seasoned Biotech Executives Dr. Ajit Singh and Dr. Thomas Meier to Its Board of Directors,"CINCINNATI, Feb. 13, 2024 ( GLOBE NEWSWIRE ) -- Onconetix, Inc., ( Nasdaq: ONCO ) ( ""Onconetix"" or the ""Company"" ) , a commercial stage biotechnology company focused on developing and commercializing therapeutics, diagnostics, and services for clinicians and patients in oncology, today announced ...",0.0,20240213T110000
Onconetix Announces Appointment of Seasoned Biotech Executives Dr. Ajit Singh and Dr. Thomas Meier to Its Board of Directors - Onconetix  ( NASDAQ:ONCO ) ,"CINCINNATI, Feb. 13, 2024 ( GLOBE NEWSWIRE ) -- Onconetix, Inc., ONCO ( ""Onconetix"" or the ""Company"" ) , a commercial stage biotechnology company focused on developing and commercializing therapeutics, diagnostics, and services for clinicians and patients in oncology, today announced the ...",0.0,20240213T110000
Why Fortinet Shares Are Trading Higher By 9%; Here Are 20 Stocks Moving Premarket - Fortinet  ( NASDAQ:FTNT ) ,"Shares of Fortinet, Inc. FTNT rose sharply in today's pre-market trading after the company reported better-than-expected fourth-quarter financial results and issued guidance. Fortinet reported quarterly earnings of 51 cents per share, which beat the analyst consensus estimate of 43 cents by 18.6%.",0.15833333333333333,20240207T125502
"US Stocks Mixed; Core PCE Prices Rise In December - Corbus Pharmaceuticals  ( NASDAQ:CRBP ) , Aclarion  ( NASDAQ:ACON ) ","U.S. stocks traded mixed this morning, following the release of PCE price inflation data. Following the market opening Friday, the Dow traded up 0.12% to 38,096.06 while the NASDAQ fell 0.19% to 15,481.44. The S&P 500 also fell, dropping, 0.05% to 4,891.94. Health care shares rose by 0.5% on ...",0.15,20240126T150201
"Why Tellurian Shares Are Trading Higher By Over 16%; Here Are 20 Stocks Moving Premarket - American Rebel Holdings  ( NASDAQ:AREB ) , Aptose Biosciences  ( NASDAQ:APTO ) ",Shares of Tellurian Inc. TELL shares rose sharply in pre-market trading following a report suggesting the company hired Lazard to explore a possible sale. Tellurian shares jumped 16.3% to $0.6050 in pre-market trading Here are some other stocks moving in pre-market trading.,0.06999999999999999,20240126T125839
"Dow Surges Over 100 Points; US GDP Growth Tops Estimates - Intelligent Bio Solutions  ( NASDAQ:INBS ) , Akoustis Technologies  ( NASDAQ:AKTS ) ","U.S. stocks traded higher this morning, with the Dow Jones index gaining over 100 points on Thursday. Following the market opening Thursday, the Dow traded up 0.33% to 37,932.33 while the NASDAQ rose 0.37% to 15,538.69. The S&P 500 also rose, gaining, 0.40% to 4,887.88.",0.3625,20240125T154228
"Why IBM Shares Are Trading Higher By Over 7%; Here Are 20 Stocks Moving Premarket - Acutus Medical  ( NASDAQ:AFIB ) , AgeX Therapeutics  ( AMEX:AGE ) ",Shares of International Business Machines Corporation IBM shares rose sharply in today's pre-market trading as the company reported reported stronger-than-expected results for its fourth quarter.,0.11875,20240125T125057
