Title,Summary,Sentiment,Date Published
Why Intel Shares Are Trading Higher By Around 7%; Here Are 20 Stocks Moving Premarket - Ocean Power Techs  ( AMEX:OPTT ) ,Shares of Intel Corporation INTC rose sharply in today's pre-market trading after the company announced a strategic collaboration with AWS to help advance US-based chip manufacturing. Intel shares jumped 6.9% to $22.36 in the pre-market trading. Here are some other stocks moving in pre-market ...,0.11666666666666665,20240917T094813
Why Champions Oncology Shares Are Trading Higher By Over 13%; Here Are 20 Stocks Moving Premarket - Champions Oncology  ( NASDAQ:CSBR ) ,"Shares of Champions Oncology, Inc. CSBR rose sharply in today's pre-market trading reported better-than-expected financial results for the first quarter on Wednesday. The company reported quarterly earnings of 11 cents per share which beat the analyst consensus estimate of a loss of $0.3 per share.",0.18125,20240912T094655
Dow Tumbles 350 Points; US Inflation Rate Slows In August - BriaCell Therapeutics  ( NASDAQ:BCTX ) ,"U.S. stocks traded mostly lower this morning, with the Dow Jones falling around 350 points on Wednesday. The Dow traded down 0.87% to 40,384.56 while the NASDAQ rose 0.05% to 17,034.56. The S&P 500 also fell, dropping, 0.41% to 5,473.12. Information technology shares surged by 0.9% on Wednesday.",0.3148148148148148,20240911T134720
Why Dave & Buster's Shares Are Trading Higher By Around 13%; Here Are 20 Stocks Moving Premarket - Dave & Buster's Enter  ( NASDAQ:PLAY ) ,"Shares of Dave & Buster's Entertainment, Inc. PLAY rose sharply in today's pre-market trading after the company posted stronger-than-expected earnings for its second quarter on Tuesday. Dave & Buster's reported quarterly earnings of $1.12 per share, which beat the analyst consensus estimate of 84 ...",0.15833333333333333,20240911T091627
Why VivoPower International Shares Are Trading Higher By Around 31%; Here Are 20 Stocks Moving Premarket - Vivopower Intl  ( NASDAQ:VVPR ) ,Shares of VivoPower International PLC VVPR rose sharply in today's pre-market trading after the company announced it secured an extension for a $34 million loan financing facility agreement. VivoPower International shares jumped 31.4% to $3.35 in pre-market trading.,0.11875,20240710T093443
CN Energy Group Receives Re-order from Water Purification Customer for its Activated Carbon - CN Energy Group  ( NASDAQ:CNEY ) ,"LISHUI, China, March 15, 2024 /PRNewswire/ -- CN Energy Group. Inc.",0.0,20240315T133000
"Why NeoGenomics Shares Are Trading Higher By Around 13%; Here Are 20 Stocks Moving Premarket - Biofrontera  ( NASDAQ:BFRI ) , Avinger  ( NASDAQ:AVGR ) ","Shares of NeoGenomics, Inc. NEO rose sharply in today's pre-market trading after the company reported better-than-expected fourth-quarter financial results and issued FY24 adjusted EPS guidance above estimates.",0.11875,20240221T130642
"Why VCI Global Shares Are Trading Lower By Around 30%; Here Are 20 Stocks Moving Premarket - Atreca  ( NASDAQ:BCEL ) , Aeries Technology  ( NASDAQ:AERT ) ","Shares of VCI Global Limited VCIG fell sharply in pre-market trading after the company announced pricing of $2.75 million public offering. VCI Global shares tumbled 29.5% to $1.10 in pre-market trading Here are some other stocks moving in pre-market trading. Volcon, Inc.",-0.05357142857142857,20240112T125245
"Why Juniper Networks Shares Are Trading Higher By Over 23%; Here Are 20 Stocks Moving Premarket - Bit Brother  ( NASDAQ:BETS ) , ARB IOT Group  ( NASDAQ:ARBB ) ","Shares of Juniper Networks, Inc. JNPR rose sharply in pre-market trading on Tuesday. Hewlett Packard Enterprise Co HPE is reportedly in advanced discussions to acquire networking equipment competitor Juniper Networks. Juniper Networks shares climbed 23.3% to $37.26 in pre-market trading.",0.2916666666666667,20240109T132311
"Why Titan Pharmaceuticals Shares Are Trading Higher By 15%; Here Are 20 Stocks Moving Premarket - Bone Biologics  ( NASDAQ:BBLG ) , Asset Entities  ( NASDAQ:ASST ) ","Shares of Titan Pharmaceuticals, Inc. TTNP rose sharply in today's pre-market trading session. Titan Pharmaceuticals said its Board of Directors has approved a 1-for-20 reverse stock split. Titan Pharmaceuticals shares jumped 15.2% to $0.38 in pre-market trading.",0.2375,20231229T135140
"Why Rocket Lab Shares Are Trading Higher By 15%; Here Are 20 Stocks Moving Premarket - Advent Technologies Hldgs  ( NASDAQ:ADN ) , Asset Entities  ( NASDAQ:ASST ) ","Shares of Rocket Lab USA, Inc. RKLB shares rose sharply in pre-market trading after the company announced a new $515 million contract with a U.S. government customer.",0.20378787878787877,20231222T125831
"Top 3 Materials Stocks That Could Lead To Your Biggest Gains In December - CN Energy Group  ( NASDAQ:CNEY ) , ReTo Eco-Solutions  ( NASDAQ:RETO ) ","The most oversold stocks in the materials sector presents an opportunity to buy into undervalued companies. The RSI is a momentum indicator, which compares a stock's strength on days when prices go up to its strength on days when prices go down.",0.17222222222222222,20231221T120335
"Why UP Fintech Shares Are Trading Higher By Around 7%; Here Are 20 Stocks Moving Premarket - AgriFORCE Growing Systems  ( NASDAQ:AGRI ) , Apollomics  ( NASDAQ:APLM ) ","Shares of UP Fintech Holding Limited TIGR surged in pre-market trading after the company results for the third quarter. UP Fintech Holding posted adjusted EPADS of 10 cents up from 4 cents in the year-ago period. The company's quarterly sales came in at $70.10 million versus, $55.41 million a ...",-0.03571428571428571,20231127T131025
